YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2022,5,MI,"Electric Generators, Electric Utilities",Wind,413494
2022,5,MN,Total Electric Power Industry,Total,3862989
2022,5,MN,Total Electric Power Industry,Coal,413997
2022,5,MN,Total Electric Power Industry,Hydroelectric Conventional,89394
2022,5,MN,Total Electric Power Industry,Natural Gas,566107
2022,5,MN,Total Electric Power Industry,Nuclear,1247481
2022,5,MN,Total Electric Power Industry,Other,28212
2022,5,MN,Total Electric Power Industry,Petroleum,-627
2022,5,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,209773
2022,5,MN,Total Electric Power Industry,Other Biomass,31358
2022,5,MN,Total Electric Power Industry,Wind,1194179
2022,5,MN,Total Electric Power Industry,Wood and Wood Derived Fuels,83117
2022,5,MN,"Combined Heat and Power, Industrial Power",Total,82997
2022,5,MN,"Combined Heat and Power, Industrial Power",Coal,11488
2022,5,MN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,5499
2022,5,MN,"Combined Heat and Power, Industrial Power",Natural Gas,8382
2022,5,MN,"Combined Heat and Power, Industrial Power",Petroleum,78
2022,5,MN,"Combined Heat and Power, Industrial Power",Other Biomass,389
2022,5,MN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,57161
2022,5,MN,"Combined Heat and Power, Commercial Power",Total,30292
2022,5,MN,"Combined Heat and Power, Commercial Power",Coal,1963
2022,5,MN,"Combined Heat and Power, Commercial Power",Natural Gas,8676
2022,5,MN,"Combined Heat and Power, Commercial Power",Other,2436
2022,5,MN,"Combined Heat and Power, Commercial Power",Petroleum,181
2022,5,MN,"Combined Heat and Power, Commercial Power",Other Biomass,1024
2022,5,MN,"Combined Heat and Power, Commercial Power",Wind,2221
2022,5,MN,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,13791
2022,5,MN,"Combined Heat and Power, Electric Power",Total,79439
2022,5,MN,"Combined Heat and Power, Electric Power",Natural Gas,62019
2022,5,MN,"Combined Heat and Power, Electric Power",Petroleum,57
2022,5,MN,"Combined Heat and Power, Electric Power",Other Biomass,5199
2022,5,MN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,12165
2022,5,MN,"Electric Generators, Independent Power Producers",Total,1222199
2022,5,MN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,23313
2022,5,MN,"Electric Generators, Independent Power Producers",Natural Gas,143924
2022,5,MN,"Electric Generators, Independent Power Producers",Other,12745
2022,5,MN,"Electric Generators, Independent Power Producers",Petroleum,3
2022,5,MN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,207746
2022,5,MN,"Electric Generators, Independent Power Producers",Other Biomass,11814
2022,5,MN,"Electric Generators, Independent Power Producers",Wind,822654
2022,5,MN,"Electric Generators, Electric Utilities",Total,2448061
2022,5,MN,"Electric Generators, Electric Utilities",Coal,400546
2022,5,MN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,60581
2022,5,MN,"Electric Generators, Electric Utilities",Natural Gas,343106
2022,5,MN,"Electric Generators, Electric Utilities",Nuclear,1247481
2022,5,MN,"Electric Generators, Electric Utilities",Other,13031
2022,5,MN,"Electric Generators, Electric Utilities",Petroleum,-946
2022,5,MN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2027
2022,5,MN,"Electric Generators, Electric Utilities",Other Biomass,12932
2022,5,MN,"Electric Generators, Electric Utilities",Wind,369303
2022,5,MN,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2022,5,MO,Total Electric Power Industry,Total,4952077
2022,5,MO,Total Electric Power Industry,Coal,3544087
2022,5,MO,Total Electric Power Industry,Pumped Storage,77434
2022,5,MO,Total Electric Power Industry,Hydroelectric Conventional,147949
2022,5,MO,Total Electric Power Industry,Natural Gas,554467
2022,5,MO,Total Electric Power Industry,Nuclear,11462
2022,5,MO,Total Electric Power Industry,Other,0
2022,5,MO,Total Electric Power Industry,Petroleum,10795
2022,5,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,14961
2022,5,MO,Total Electric Power Industry,Other Biomass,6329
2022,5,MO,Total Electric Power Industry,Wind,582568
2022,5,MO,Total Electric Power Industry,Wood and Wood Derived Fuels,2024
2022,5,MO,"Combined Heat and Power, Industrial Power",Total,3588
2022,5,MO,"Combined Heat and Power, Industrial Power",Coal,0
2022,5,MO,"Combined Heat and Power, Industrial Power",Natural Gas,3297
2022,5,MO,"Combined Heat and Power, Industrial Power",Petroleum,0
2022,5,MO,"Combined Heat and Power, Industrial Power",Other Biomass,291
2022,5,MO,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,0
2022,5,MO,"Combined Heat and Power, Commercial Power",Total,17118
2022,5,MO,"Combined Heat and Power, Commercial Power",Coal,0
2022,5,MO,"Combined Heat and Power, Commercial Power",Natural Gas,15042
2022,5,MO,"Combined Heat and Power, Commercial Power",Petroleum,18
2022,5,MO,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,34
2022,5,MO,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,2024
2022,5,MO,"Combined Heat and Power, Electric Power",Total,5895
2022,5,MO,"Combined Heat and Power, Electric Power",Coal,0
2022,5,MO,"Combined Heat and Power, Electric Power",Natural Gas,5895
2022,5,MO,"Combined Heat and Power, Electric Power",Petroleum,0
2022,5,MO,"Electric Generators, Independent Power Producers",Total,622608
2022,5,MO,"Electric Generators, Independent Power Producers",Natural Gas,146441
2022,5,MO,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,12875
2022,5,MO,"Electric Generators, Independent Power Producers",Other Biomass,3262
2022,5,MO,"Electric Generators, Independent Power Producers",Wind,460030
2022,5,MO,"Electric Generators, Electric Utilities",Total,4302868
2022,5,MO,"Electric Generators, Electric Utilities",Coal,3544087
2022,5,MO,"Electric Generators, Electric Utilities",Pumped Storage,77434
2022,5,MO,"Electric Generators, Electric Utilities",Hydroelectric Conventional,147949
2022,5,MO,"Electric Generators, Electric Utilities",Natural Gas,383792
2022,5,MO,"Electric Generators, Electric Utilities",Nuclear,11462
2022,5,MO,"Electric Generators, Electric Utilities",Other,0
2022,5,MO,"Electric Generators, Electric Utilities",Petroleum,10777
2022,5,MO,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,2052
2022,5,MO,"Electric Generators, Electric Utilities",Other Biomass,2776
2022,5,MO,"Electric Generators, Electric Utilities",Wind,122538
2022,5,MS,Total Electric Power Industry,Total,5530942
2022,5,MS,Total Electric Power Industry,Coal,616903
2022,5,MS,Total Electric Power Industry,Natural Gas,3841261
2022,5,MS,Total Electric Power Industry,Nuclear,910407
2022,5,MS,Total Electric Power Industry,Other,0
2022,5,MS,Total Electric Power Industry,Petroleum,633
2022,5,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,52395
2022,5,MS,Total Electric Power Industry,Other Biomass,911
2022,5,MS,Total Electric Power Industry,Wood and Wood Derived Fuels,108433
2022,5,MS,"Combined Heat and Power, Industrial Power",Total,146379
2022,5,MS,"Combined Heat and Power, Industrial Power",Coal,0
2022,5,MS,"Combined Heat and Power, Industrial Power",Natural Gas,37794
2022,5,MS,"Combined Heat and Power, Industrial Power",Other,0
2022,5,MS,"Combined Heat and Power, Industrial Power",Petroleum,124
2022,5,MS,"Combined Heat and Power, Industrial Power",Other Biomass,28
2022,5,MS,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,108433
2022,5,MS,"Combined Heat and Power, Commercial Power",Total,0
2022,5,MS,"Combined Heat and Power, Commercial Power",Natural Gas,0
2022,5,MS,"Electric Generators, Independent Power Producers",Total,345645
2022,5,MS,"Electric Generators, Independent Power Producers",Coal,292156
2022,5,MS,"Electric Generators, Independent Power Producers",Natural Gas,211
2022,5,MS,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,52395
2022,5,MS,"Electric Generators, Independent Power Producers",Other Biomass,883
2022,5,MS,"Electric Generators, Electric Utilities",Total,5038918
2022,5,MS,"Electric Generators, Electric Utilities",Coal,324747
2022,5,MS,"Electric Generators, Electric Utilities",Natural Gas,3803255
2022,5,MS,"Electric Generators, Electric Utilities",Nuclear,910407
2022,5,MS,"Electric Generators, Electric Utilities",Petroleum,509
2022,5,MT,Total Electric Power Industry,Total,2013247
2022,5,MT,Total Electric Power Industry,Coal,634827
2022,5,MT,Total Electric Power Industry,Hydroelectric Conventional,966301
